date,signal,short_mavg,long_mavg,positions
2019-01-21 01:00:00,1.0,3162.0750000000035,3160.149999999999,0.0
2019-01-22 01:00:00,0.0,3154.4500000000035,3158.2799999999997,-1.0
2019-01-23 01:00:00,0.0,3124.7750000000033,3163.5399999999995,0.0
2019-01-24 01:00:00,0.0,3136.8500000000035,3159.649999999999,0.0
2019-01-25 01:00:00,0.0,3140.300000000004,3157.379999999999,0.0
2019-01-26 01:00:00,0.0,3134.450000000004,3153.199999999999,0.0
2019-01-27 01:00:00,0.0,3126.950000000004,3143.209999999999,0.0
2019-01-28 01:00:00,0.0,3088.100000000004,3125.5499999999993,0.0
2019-01-29 01:00:00,0.0,3049.825000000004,3098.3599999999997,0.0
2019-01-30 01:00:00,0.0,3018.300000000004,3087.309999999999,0.0
2019-01-31 01:00:00,0.0,2988.825000000004,3073.909999999999,0.0
2019-02-01 01:00:00,0.0,2988.275000000004,3059.079999999999,0.0
2019-02-02 01:00:00,0.0,3002.0750000000044,3049.279999999999,0.0
2019-02-03 01:00:00,0.0,2997.9500000000044,3031.749999999999,0.0
2019-02-04 01:00:00,0.0,3000.650000000004,3018.0499999999984,0.0
2019-02-05 01:00:00,0.0,3002.500000000004,3006.2999999999984,0.0
2019-02-06 01:00:00,0.0,2986.850000000004,2993.239999999999,0.0
2019-02-07 01:00:00,0.0,2981.625000000004,2989.159999999999,0.0
2019-02-08 01:00:00,1.0,3032.925000000004,3011.2899999999986,1.0
2019-02-09 01:00:00,1.0,3081.450000000004,3031.5599999999986,0.0
2019-02-10 01:00:00,1.0,3146.300000000004,3056.2299999999987,0.0
2019-02-11 01:00:00,1.0,3202.4000000000037,3074.8099999999986,0.0
2019-02-12 01:00:00,1.0,3196.7750000000033,3089.1699999999983,0.0
2019-02-13 01:00:00,1.0,3190.9250000000034,3108.7499999999977,0.0
2019-02-14 01:00:00,1.0,3173.3250000000035,3125.299999999998,0.0
2019-02-15 01:00:00,1.0,3168.1000000000035,3141.049999999998,0.0
2019-02-16 01:00:00,1.0,3169.425000000004,3162.199999999998,0.0
2019-02-17 01:00:00,0.0,3177.975000000004,3187.289999999998,-1.0
2019-02-18 01:00:00,1.0,3244.175000000004,3209.7999999999984,1.0
2019-02-19 01:00:00,1.0,3311.675000000004,3233.1399999999985,0.0
2019-02-20 01:00:00,1.0,3386.925000000004,3258.4499999999985,0.0
2019-02-21 01:00:00,1.0,3443.0500000000043,3283.5499999999984,0.0
2019-02-22 01:00:00,1.0,3457.8750000000045,3314.239999999999,0.0
2019-02-23 01:00:00,1.0,3506.150000000004,3359.2299999999987,0.0
2019-02-24 01:00:00,1.0,3461.300000000004,3373.6399999999985,0.0
2019-02-25 01:00:00,1.0,3442.7750000000037,3393.419999999999,0.0
2019-02-26 01:00:00,0.0,3406.500000000003,3409.069999999999,-1.0
2019-02-27 01:00:00,0.0,3334.1000000000035,3421.679999999999,0.0
2019-02-28 01:00:00,0.0,3344.500000000003,3413.769999999998,0.0
2019-03-01 01:00:00,0.0,3342.1250000000036,3405.5999999999985,0.0
2019-03-02 01:00:00,0.0,3349.0750000000035,3393.929999999999,0.0
2019-03-03 01:00:00,0.0,3348.800000000004,3383.9799999999987,0.0
2019-03-04 01:00:00,0.0,3331.0250000000033,3363.029999999999,0.0
2019-03-05 01:00:00,1.0,3342.425000000004,3340.109999999999,1.0
2019-03-06 01:00:00,1.0,3352.675000000004,3350.4799999999996,0.0
2019-03-07 01:00:00,1.0,3379.0500000000043,3358.4899999999993,0.0
2019-03-08 01:00:00,1.0,3418.5250000000046,3367.8399999999992,0.0
2019-03-09 01:00:00,1.0,3440.500000000005,3382.6699999999996,0.0
2019-03-10 01:00:00,1.0,3457.9500000000053,3395.8599999999997,0.0
2019-03-11 01:00:00,1.0,3452.5750000000057,3402.6699999999996,0.0
2019-03-12 01:00:00,1.0,3452.025000000006,3409.0199999999995,0.0
2019-03-13 01:00:00,1.0,3429.5000000000064,3414.9499999999994,0.0
2019-03-14 01:00:00,0.0,3413.6000000000063,3428.8899999999994,-1.0
2019-03-15 01:00:00,0.0,3418.9500000000066,3433.2799999999997,0.0
2019-03-16 01:00:00,0.0,3442.5500000000065,3444.969999999999,0.0
2019-03-17 01:00:00,1.0,3468.5500000000065,3450.7499999999986,1.0
2019-03-18 01:00:00,1.0,3492.575000000006,3458.5099999999984,0.0
2019-03-19 01:00:00,1.0,3512.825000000006,3462.209999999998,0.0
2019-03-20 01:00:00,1.0,3515.725000000006,3468.079999999999,0.0
2019-03-21 01:00:00,1.0,3514.3250000000053,3475.4499999999985,0.0
2019-03-22 01:00:00,1.0,3520.1500000000055,3485.7599999999984,0.0
2019-03-23 01:00:00,1.0,3520.725000000006,3498.6999999999985,0.0
2019-03-24 01:00:00,1.0,3517.325000000006,3509.5699999999983,0.0
2019-03-25 01:00:00,0.0,3507.8500000000063,3511.0099999999975,-1.0
2019-03-26 01:00:00,0.0,3496.050000000006,3507.1599999999976,0.0
2019-03-27 01:00:00,0.0,3508.4500000000057,3514.6599999999976,0.0
2019-03-28 01:00:00,1.0,3522.025000000006,3521.3499999999976,1.0
2019-03-29 01:00:00,1.0,3568.7500000000055,3533.3799999999974,0.0
2019-03-30 01:00:00,1.0,3610.2000000000053,3544.949999999997,0.0
2019-03-31 01:00:00,1.0,3627.5750000000053,3559.959999999997,0.0
2019-04-01 02:00:00,1.0,3658.9500000000053,3576.8699999999967,0.0
2019-04-02 02:00:00,1.0,3841.2250000000054,3661.5799999999967,0.0
2019-04-03 02:00:00,1.0,4035.4500000000053,3752.199999999997,0.0
2019-04-04 02:00:00,1.0,4216.025000000005,3843.2299999999973,0.0
2019-04-05 02:00:00,1.0,4414.275000000005,3944.1599999999976,0.0
2019-04-06 02:00:00,1.0,4445.875000000005,4036.549999999998,0.0
2019-04-07 02:00:00,1.0,4499.050000000005,4143.0099999999975,0.0
2019-04-08 02:00:00,1.0,4580.050000000005,4247.749999999998,0.0
2019-04-09 02:00:00,1.0,4611.000000000005,4344.479999999998,0.0
2019-04-10 02:00:00,1.0,4667.550000000005,4452.539999999999,0.0
2019-04-11 02:00:00,1.0,4630.400000000005,4531.589999999998,0.0
2019-04-12 02:00:00,1.0,4582.275000000005,4544.169999999999,0.0
2019-04-13 02:00:00,1.0,4553.775000000005,4551.8099999999995,0.0
2019-04-14 02:00:00,0.0,4513.825000000005,4571.659999999999,-1.0
2019-04-15 02:00:00,0.0,4507.075000000005,4568.709999999999,0.0
2019-04-16 02:00:00,0.0,4535.325000000005,4579.949999999999,0.0
2019-04-17 02:00:00,0.0,4567.275000000006,4579.099999999999,0.0
2019-04-18 02:00:00,1.0,4600.5000000000055,4579.839999999999,1.0
2019-04-19 02:00:00,1.0,4661.925000000006,4589.079999999999,0.0
2019-04-20 02:00:00,1.0,4692.425000000006,4589.899999999999,0.0
2019-04-21 02:00:00,1.0,4714.425000000007,4612.709999999998,0.0
2019-04-22 02:00:00,1.0,4735.600000000006,4641.169999999998,0.0
2019-04-23 02:00:00,1.0,4790.975000000006,4683.959999999997,0.0
2019-04-24 02:00:00,1.0,4828.725000000006,4715.859999999998,0.0
2019-04-25 02:00:00,1.0,4804.850000000006,4731.819999999998,0.0
2019-04-26 02:00:00,1.0,4765.525000000005,4733.249999999998,0.0
2019-04-27 02:00:00,0.0,4697.425000000005,4736.019999999999,-1.0
2019-04-28 02:00:00,0.0,4633.075000000004,4728.889999999998,0.0
2019-04-29 02:00:00,0.0,4629.250000000004,4718.749999999998,0.0
2019-04-30 02:00:00,0.0,4647.8250000000035,4715.409999999998,0.0
2019-05-01 02:00:00,0.0,4672.850000000003,4719.3899999999985,0.0
2019-05-02 02:00:00,0.0,4721.325000000003,4723.1799999999985,0.0
2019-05-03 02:00:00,1.0,4832.025000000002,4735.169999999999,1.0
2019-05-04 02:00:00,1.0,4944.225000000002,4761.609999999999,0.0
2019-05-05 02:00:00,1.0,5033.325000000003,4810.78,0.0
